Ref,Status,Location,Description,Created,Target,Type,To Package,Status Changed,Association,OverDue,Images,Comments,Documents,Priority,Cause,Project,Report Status,Task Group,Resolution_Days,OverDue_Flag
T90896.72,Closed,JPC Project Management>EHS Management>03 Safety Notices,leading edge. crowd barrier req,2019-11-25,,Safety Notice (Amber) - General Issue,Main Contractor,2019-11-26,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1328,Closed,Safety,1,0
T90896.71,Closed,JPC Project Management>EHS Management>03 Safety Notices,steps need improvement access to male wc,2019-11-25,,Safety Notice (Amber) - General Issue,Main Contractor,2019-11-26,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1328,Closed,Safety,1,0
T90896.70,Closed,JPC Project Management>EHS Management>01 Inspections,steps to shower and ladies req,2019-11-25,,Safety Notice (Amber) - General Issue,Main Contractor,2019-11-26,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1328,Closed,Safety,1,0
T84104.591,JPC Sign Off / Closed,QC & BC(A)R>ITP 01 Structural>Block 3>3rd Floor Plan,Steel grout to be cleaned,2019-11-25,2019-12-02,Quality - Snag (aesthetic),Structural Steel,2020-02-11,None,False,True,False,False,Medium,Unassigned,1328,Closed,Quality,78,0
T84104.590,Closed,JPC Project Management>EHS Management>01 Inspections,Obstruct access on the loading bay ,2019-11-22,,Safety Notice (Amber) - General Issue,Main Contractor,2019-11-25,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1328,Closed,Safety,3,0
T84104.589,Closed,JPC Project Management>EHS Management>01 Inspections,Scaffolding on the access route at Block 3 ,2019-11-22,,Safety Notice (Amber) - General Issue,Scaffolding,2019-11-25,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1328,Closed,Safety,3,0
T84104.588,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Good working at height practice ,2019-11-22,,Safety Notice (Green) - Good Observation,Concrete - Formwork,2019-11-22,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T84104.587,Closed,JPC Project Management>EHS Management>01 Inspections,Housekeeping ,2019-11-22,,Safety Notice (Amber) - General Issue,Concrete - Formwork,2019-11-25,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1328,Closed,Safety,3,0
T84104.586,Closed,JPC Project Management>EHS Management>01 Inspections,"No exclusion zone, machine left on, no sign",2019-11-22,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,2019-11-22,FormAnswer,False,True,False,False,Behavioural Failure,JPC - Safety - Plant & People Interface,1328,Closed,Safety,0,0
T84104.585,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,"Access to Block 1. Good access, ",2019-11-22,,Safety Notice (Green) - Good Observation,Main Contractor,2019-11-22,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T90896.69,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,"Dedicated work station in use by Errigal, Best practice observed",2019-11-22,,Safety Notice (Green) - Good Observation,Ceilings & Partitions,2019-11-22,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T90896.68,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,"Increased signage installed on site this week highlighting directions, site rules and WSHS key messages",2019-11-22,,Safety Notice (Green) - Good Observation,Main Contractor,2019-11-22,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T90896.67,Closed,JPC Project Management>EHS Management>01 Inspections,Isolated areas on site that require additional access lighting,2019-11-22,,Safety Notice (Amber) - General Issue,Temporary Electrics,2019-11-26,FormAnswer,False,True,False,False,System Failure,JPC - Safety - Temporary Electrics,1328,Closed,Safety,4,0
T90896.66,Closed,JPC Project Management>EHS Management>01 Inspections,Sling left out exposed to inclement weather may weaken lifting equipment. All slings and lifting equipment to be stored at slings station when not in use. Closed at time of inspection,2019-11-22,,Safety Notice (Amber) - General Issue,Main Contractor,2019-11-22,FormAnswer,False,True,False,False,System Failure,JPC - Safety - Lifting / Slinging,1328,Closed,Safety,0,0
T90896.65,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Good use of debris netting noted on site also,2019-11-22,,Safety Notice (Green) - Good Observation,Main Contractor,2019-11-22,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T90896.64,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Drip tray used for mini generators on site,2019-11-22,,Safety Notice (Green) - Good Observation,Concrete - Formwork,2019-11-22,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T90896.63,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,High standard of housekeeping noted throughout site by concrete formwork subcontractor,2019-11-22,,Safety Notice (Green) - Good Observation,Concrete - Formwork,2019-11-22,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T90896.62,Closed,JPC Project Management>EHS Management>01 Inspections,Toeboard required in isolated locations on upper floors. scaffold subcontrator reminded of this for remaining floors as building goes up,2019-11-22,,Safety Notice (Amber) - General Issue,Scaffolding,2019-11-26,FormAnswer,False,True,False,False,System Failure,JPC - Safety - Scaffolding,1328,Closed,Safety,4,0
T90896.61,Closed,JPC Project Management>EHS Management>01 Inspections,Review of requirement to have props placed outside edge protection recommended,2019-11-22,,Safety Notice (Amber) - General Issue,Concrete - Formwork,2019-11-26,FormAnswer,False,True,False,False,System Failure,JPC - Safety - Temporary Works,1328,Closed,Safety,4,0
T90896.60,Closed,JPC Project Management>EHS Management>01 Inspections,Some areas on site that require dewatering following recent heavy rainfall,2019-11-22,,Safety Notice (Amber) - General Issue,Main Contractor,2019-11-26,FormAnswer,False,True,False,False,System Failure,JPC - Safety - House Keeping,1328,Closed,Safety,4,0
T84104.584,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Good barriers ,2019-11-21,,Safety Notice (Green) - Good Observation,Main Contractor,2019-11-21,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T84104.583,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Signage very good throughout the site. ,2019-11-21,,Safety Notice (Green) - Good Observation,Main Contractor,2019-11-21,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T84104.582,Closed,JPC Project Management>EHS Management>01 Inspections,Top step needs to be adjusted ,2019-11-21,,Safety Notice (Amber) - General Issue,Scaffolding,2019-11-26,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1328,Closed,Safety,5,0
T84104.581,Closed,JPC Project Management>EHS Management>01 Inspections,Access to b1 basement needs to be addressed,2019-11-21,,Safety Notice (Amber) - General Issue,Main Contractor,2019-11-26,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1328,Closed,Safety,5,0
T84104.580,Closed,JPC Project Management>EHS Management>01 Inspections,Access route blocked by steel storage,2019-11-21,,Safety Notice (Amber) - General Issue,Main Contractor,2019-11-26,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1328,Closed,Safety,5,0
T84104.579,Closed,JPC Project Management>EHS Management>01 Inspections,Housekeeping required,2019-11-21,,Safety Notice (Amber) - General Issue,Concrete - Formwork,2019-11-26,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1328,Closed,Safety,5,0
T84104.578,Closed,JPC Project Management>EHS Management>01 Inspections,Close off access to L2 in stair core 1. Half landing above not ready,2019-11-21,,Safety Notice (Amber) - General Issue,Scaffolding,2019-11-26,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1328,Closed,Safety,5,0
T84104.577,Closed,JPC Project Management>EHS Management>01 Inspections,Lighting required in Block 4 Stair core,2019-11-21,,Safety Notice (Amber) - General Issue,Temporary Electrics,2019-11-26,FormAnswer,False,True,False,False,Standard,JPC - Safety - Electrical,1328,Closed,Safety,5,0
T84104.576,Closed,JPC Project Management>EHS Management>01 Inspections,Housekeeping and access,2019-11-20,,Safety Notice (Amber) - General Issue,Precast Concrete,2019-11-20,FormAnswer,False,True,True,False,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety,0,0
T84104.575,Closed,JPC Project Management>EHS Management>01 Inspections,Handrails or steps required block 3 ground floor area A4,2019-11-20,,Safety Notice (Amber) - General Issue,Scaffolding,2019-11-26,FormAnswer,False,True,False,False,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety,6,0
T84104.574,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Good use of barriers and spotter in place,2019-11-20,,Safety Notice (Green) - Good Observation,Groundworks,2019-11-20,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T84104.573,Closed,JPC Project Management>EHS Management>01 Inspections,Access to Block 1 basement not ideal,2019-11-20,,Safety Notice (Amber) - General Issue,Main Contractor,2019-11-26,FormAnswer,False,True,False,False,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety,6,0
T84104.572,Closed,JPC Project Management>EHS Management>01 Inspections,Housekeeping ground floor block 3,2019-11-20,,Safety Notice (Amber) - General Issue,Temporary Electrics,2019-11-26,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1328,Closed,Safety,6,0
T84104.571,Closed,JPC Project Management>EHS Management>01 Inspections,Cable management block 3 Ground Floor ,2019-11-20,,Safety Notice (Amber) - General Issue,Temporary Electrics,2019-11-26,FormAnswer,False,True,False,False,Behavioural Failure,JPC - Safety - Lead Management,1328,Closed,Safety,6,0
T84104.570,Closed,JPC Project Management>EHS Management>01 Inspections,Handrail required to bottom of stairs block 3 basement,2019-11-20,,Safety Notice (Amber) - General Issue,Scaffolding,2019-11-26,FormAnswer,False,True,False,False,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety,6,0
T84104.569,Closed,JPC Project Management>EHS Management>01 Inspections,Plant/ site operative segregation to be maintained ,2019-11-20,,Safety Notice (Amber) - General Issue,Groundworks,2019-11-26,FormAnswer,False,True,False,False,Behavioural Failure,JPC - Safety - Plant & People Interface,1328,Closed,Safety,6,0
T84104.568,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Good use of signage ,2019-11-20,,Safety Notice (Green) - Good Observation,Main Contractor,2019-11-20,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T84104.567,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Good  use of barriers for storage area ,2019-11-20,,Safety Notice (Green) - Good Observation,Ceilings & Partitions,2019-11-20,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T84104.566,Closed,JPC Project Management>EHS Management>01 Inspections,Plywood needed at stairs access,2019-11-20,,Safety Notice (Amber) - General Issue,Scaffolding,2019-11-26,FormAnswer,False,True,False,False,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety,6,0
T84104.565,Closed,JPC Project Management>EHS Management>01 Inspections,Adequate lighting required in stair core,2019-11-20,,Safety Notice (Amber) - General Issue,Temporary Electrics,2019-11-26,FormAnswer,False,True,False,False,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety,6,0
T84104.564,Closed,JPC Project Management>EHS Management>01 Inspections,Lugs to be removed from stairs wall,2019-11-20,,Safety Notice (Amber) - General Issue,Precast Concrete,2019-11-26,FormAnswer,False,True,False,False,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety,6,0
T84104.563,Closed,JPC Project Management>EHS Management>01 Inspections,Stairs to be closed or prop removed,2019-11-20,,Safety Notice (Amber) - General Issue,Precast Concrete,2019-11-26,FormAnswer,False,True,False,False,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety,6,0
T84104.562,JPC Sign Off / Closed,QC & BC(A)R>ITP 01 Structural>Block 3>2nd Floor Plan>Precast Walls>Walls Area A2,Steel bars to be removed,2019-11-20,2019-11-27,Quality - Snag (aesthetic),Precast Concrete,2019-12-03,FormAnswer,False,True,False,False,Medium,Unassigned,1328,Closed,Quality,13,0
T84104.561,JPC Sign Off / Closed,QC & BC(A)R>ITP 01 Structural>Block 3>2nd Floor Plan>Precast Walls>Walls Area A2,Surface finish of wall,2019-11-20,2019-11-27,Quality - Snag (aesthetic),Precast Concrete,2019-12-03,FormAnswer,False,True,False,False,Low,JPC - Quality - Damage,1328,Closed,Quality,13,0
T76201.438,Closed,1328 - Townsend St,Flashing light not working on dumper,2019-11-19,,Safety Notice (Amber) - General Issue,Drainage,2019-11-20,FormAnswer,False,True,False,False,System Failure,JPC - Safety - Plant & Equipment,1328,Closed,Safety,1,0
T76201.437,Closed,1328 - Townsend St,No exclusion zone ( Tim ordering new fences),2019-11-19,,Safety Notice (Amber) - General Issue,Precast Concrete,2019-11-20,FormAnswer,False,True,True,False,System Failure,JPC - Safety - Exclusion Zones,1328,Closed,Safety,1,0
T76201.436,Closed,1328 - Townsend St,Some scaffold recess sockets sticking out of concrete L2,2019-11-19,,Safety Notice (Amber) - General Issue,Main Contractor,2019-11-20,FormAnswer,False,True,True,False,System Failure,JPC - Safety - Access,1328,Closed,Safety,1,0
T76201.435,EHS Good Observation,1328 - Townsend St,Flood prep exclusion zone L3 for slabs,2019-11-19,,Safety Notice (Green) - Good Observation,Precast Concrete,2019-11-19,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T76201.434,Closed JPC Reviewed,1328 - Townsend St,Housekeeping,2019-11-19,,Quality - Good Observation,Precast Concrete,2019-11-20,FormAnswer,False,True,True,False,Standard,JPC - Safety - House Keeping,1328,Closed,Quality,1,0
T84104.560,JPC Sign Off / Closed,QC & BC(A)R>ITP 01 Structural>Block 4>1st Floor Plan,Steel bars to be removed ,2019-11-19,2019-11-26,Quality - Snag (aesthetic),Precast Concrete,2020-01-28,FormAnswer,False,True,True,False,Medium,Unassigned,1328,Closed,Quality,70,0
T76201.433,EHS Good Observation,1328 - Townsend St,Planks being lifted from above barrier height,2019-11-19,,Safety Notice (Green) - Good Observation,Scaffolding,2019-11-19,FormAnswer,False,True,True,False,Standard,Unassigned,1328,Closed,Safety,0,0
T84104.559,JPC Sign Off / Closed,QC & BC(A)R>ITP 01 Structural>Block 4>1st Floor Plan,Grout tubes to be filled.,2019-11-19,2019-11-26,Quality - Snag (aesthetic),Precast Concrete,2019-12-04,FormAnswer,False,True,False,False,Medium,Unassigned,1328,Closed,Quality,15,0
T76201.432,EHS Good Observation,1328 - Townsend St,RAPS Level 1 cleanup good,2019-11-19,,Safety Notice (Green) - Good Observation,Concrete - Formwork,2019-11-19,FormAnswer,False,True,False,False,Standard,Unassigned,1328,Closed,Safety,0,0
T76201.431,Closed,1328 - Townsend St,Housekeeping L1,2019-11-19,,Safety Notice (Amber) - General Issue,Concrete - Formwork,2019-11-19,FormAnswer,False,True,True,False,System Failure,JPC - Safety - House Keeping,1328,Closed,Safety,0,0
T84104.558,JPC Sign Off / Closed,QC & BC(A)R>ITP 01 Structural>Block 4>1st Floor Plan,Surface finish of wall,2019-11-19,2019-11-26,Quality - Snag (aesthetic),Precast Concrete,2019-12-09,FormAnswer,False,True,False,False,Low,JPC - Quality - Damage,1328,Closed,Quality,20,0
T84104.557,JPC Sign Off / Closed,QC & BC(A)R>ITP 01 Structural>Block 4>1st Floor Plan,Chip in lift shaft wall,2019-11-19,2019-12-13,Quality - Snag (aesthetic),Precast Concrete,2020-02-10,FormAnswer,False,True,False,False,High,JPC - Quality - Damage,1328,Closed,Quality,83,0
